,title,rating,price,no_of_ratings,product_url,product_description,Manufacturer,asin
109,EAYIRA Hanging Travel Toiletry Kit Bag Cosmetic Make up Organizer Multifunction Portable Makeup Pouch for Women and Girls Waterproof Ladies Case Travelling Storage Inner Ware Up Brush Kit Holder,3.9 out of 5 stars,1337,748,https://www.amazon.in/EAYIRA-Portable-Multifunctional-Organizer-Cosmetic/dp/B07QYVX5FT,✅ Well cushioned Laptop compartment and spacious enough to carry for cloth    ✅ Breathable and adjustable shoulder straps relieve the stress of shoulder.    ✅ Made of Durable Dhurry Fabric with metal zippers. Ensure a secure & long-lasting usage everyday & weekend    ✅ Made From 100% Sustainable And Natural Materials.    ✅ This Bag Is Entirely Designed And Made In India Using Finest Quality Materials.,ASTRID BAGS,B07CJCGM1M
110,ASTRID Women's 17'' Black and White Textured Laptop Bag With Accessory Pouch,3.9 out of 5 stars,3029,55,https://www.amazon.in/ASTRID-Black-Textured-Laptop-Accessory/dp/B09Z2G37YY,"Lavie Broxa sling is a stylish carry for women. It is trendy, light weight, spacious and available in beautiful multiple colors. The bag is beautifully crafted from premium man-made leather with latest saffiano texture & wavy stitch pattern at the front. The bag has a well-stitched inner lining for easy accessibility and storage.    Dimension, 21.5 cm in length X 9 cm in width X 15 cm in height    Broxa sling bag has a flat bottom to keep your essentials intact. Interior has 1 main compartment, with a flap closure on top for safety. Inside the bags there is 1 slip pocket alongside 1 zip pocket, providing space for keeping your phone, portable charger, coins, sanitizer etc. The bag also has adjustable sling strap to carry it in various ways, fastened with gold toned hardware.    This sling is perfect for ladies to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with a playsuit, a basic crop top & jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions",Cocoblu Retail,B07CJCGM1M
111,Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag,4.2 out of 5 stars,380,"5,531",https://www.amazon.in/Lavie-Broxa-Flap-Womens-Sling/dp/B08QTF8RPM,"Generous overall size of 32 x 15 x 44 cm (LxBxH)    2 compartments, including a padded laptop compartment ideal for carrying laptops up to 15.6 inches    Bottle pockets on both sides for storing bottles, earphones, tickets and other smaller items    Made with wear-resistant Polyester material for a longer life    Reflectors on backpack promote visibility at night when on the road",Appario Retail Private Ltd,B07CJCGM1M
112,"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",3.8 out of 5 stars,449,"1,215",https://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG,"High-Quality Water Resistant Material, Made of Strong Oxford Fabric with its reinforced shoulder straps will guarantee for long-term use.     Multi-Function, It is not just a Diaper Bag. It so trendy and fashionable that it can be used as Backpack for regular use. It can easily accommodate 15-inch laptop with all accessories.     Large Capacity, Comes with more than 9 Pockets it has a large capacity to hold everything that your little one needed for their daily use.; Insulated Pockets, Caramello Delight Diaper bag comes with Insulated Pockets to keep baby’s food at a perfect temperature for hours.     Comes with Changing Mat, Caramello Delight Diaper Bags comes with Changing Mat which becomes handy for mother when needed for diaper changing for the little one.; Closure Type, Zipper; Age Range Description, Adult     Pattern Name, Solid; Strap Type, Adjustable",The Baby world,B07CJCGM1M
113,"R for Rabbit Caramello Delight Diaper Bag Backpack -Multi-Function Waterproof Mother Bag for Travel with Baby - Large Capacity, Durable and Stylish.(Grey Black)",4.4 out of 5 stars,1999,790,https://www.amazon.in/Rabbit-Caramello-Backpack-Multi-Function-Waterproof/dp/B07FHXNPCH,"Multifunction& Durable, This latest stylish sling side bag can be used for multiple purposes like – Perfect for dating, shopping, working, traveling, vocation, everyday use etc. Nice Gift for families, wife, friends, parents on any significant moments, anniversary, birthday, holidays, Celebration Day.",WeBanga,B07CJCGM1M
114,PALAY® Crossbody Phone Bags For Women 3 Layers Small Multifunctional Mobile Pouch Sling Bags For Girls Latest Travel Cell Phone Purses Pouch Sport Shoulder Bag,4.4 out of 5 stars,552,276,https://www.amazon.in/PALAY%C2%AE-Multifunctional-Pattern-Accommodate-Shoulder/dp/B09FJZJVP8,✅ Well cushioned Laptop compartment and spacious enough to carry for cloth    ✅ Breathable and adjustable shoulder straps relieve the stress of shoulder.    ✅ Made of Durable Dhurry Fabric with metal zippers. Ensure a secure & long-lasting usage everyday & weekend    ✅ Made From 100% Sustainable And Natural Materials.    ✅ This Bag Is Entirely Designed And Made In India Using Finest Quality Materials.,ASTRID BAGS,B07CJCGM1M
115,ASTRID Women's 17'' Black and White Textured Laptop Bag With Accessory Pouch,3.9 out of 5 stars,999,55,https://www.amazon.in/ASTRID-Black-Textured-Laptop-Accessory/dp/B09Z2G37YY,The actual colour of the product and the zip runner puller might slightly vary compared to the images as shown in this product detail page due to availability.,Dein Kleider,B07CJCGM1M
116,Dein Kleider Nylon Sling Cross Body Utility Travel Office Business Messenger one Side Shoulder Bag for Men and Women,4.1 out of 5 stars,349,431,https://www.amazon.in/Kleider-Utility-Business-Messenger-Shoulder/dp/B09RQNP9KT,"Outer Material, Polyester, Color, Black Grey    Water Resistance, Water resistant    Capacity, 21 liters; Dimensions, 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments, 1; Laptop Compatibility, No, Strap Type, Adjustable    Style Name, Traditional Backpacks; Special Features, Laptop Compartment; Age Range Description, Adult; Closure Type, Zipper; Pocket Description, Utility Pocket",RetailEZ Pvt Ltd,B07CJCGM1M
117,Gear Casual Backpack,3.8 out of 5 stars,429,"2,040",https://www.amazon.in/Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6,"PREMIUM QUALITY MATERIAL, This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.    LIGHTWEIGHT AND MULTIFUNCTIONAL, It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.    EXCELLENT DETAILS, The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.    DIMENSION, External, 16 x 12 x 3 inch; Dimension, 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch, Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.    BENNETT Warranty, Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.",Appario Retail Private Ltd,B07CJCGM1M
118,Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),4.1 out of 5 stars,512,"4,860",https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK,"This Side bag comes with 3 number of Zip compartment and 2 other.    Made in India product , Consisting of premium quality stitching and high grade zippers, this sling ensures long lasting durability & strength.    Premium Quality Material is very durable and long lasting life.    It’s an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.; Department Name, Unisex-Adult    Inner Material Type, Polyester",SaleOn™ and Delivered by Amazon.,B07CJCGM1M
119,wooum Small Size Sling Cross Body Travel Office Business Messenger one Side Shoulder Pouch Bag Money Bag for Men and Women (9x3.56inch),4.0 out of 5 stars,328,"1,171",https://www.amazon.in/Wooum-Business-Messenger-Shoulder-9x3-56inch/dp/B09KV1PFHV,"PERFECT SIZE & STORAGE SPACE, Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. school bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack    Front two slanted pocket perfect for quick finds such as your ID for work, f gear laptop bags . keys for open door, two side pockets for water bottle and compact umbrella make your items organized. it can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men . bags for travelling    COMFY & STURDY, Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .    Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;    MULTIPURPOSE & SIZE, 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.",Appario Retail Private Ltd,B07CJCGM1M
120,"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)",4.2 out of 5 stars,549,"1,499",https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P,"PERFECT SIZE & STORAGE SPACE, Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. school bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack .    COMPREHENSIVE WORKSPACE, Front two slanted pocket perfect for quick finds such as your ID for work, f gear laptop bags . keys for open door, two side pockets for water bottle and compact umbrella make your items organized. it can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men . bags for travelling    COMFY & STURDY, Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .    EFFORTLESS CARRYING, Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;    MULTIPURPOSE & SIZE, 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.    Strap type, Shoulder Strap    Water Resistance Level, water_resistant",Appario Retail Private Ltd,B07CJCGM1M
121,"Bennett Laptop Bag for Menं & Women 15.6 inch, 35 L Water Resistant Bag Laptop Apple / Dell / Lenovo / Asus / Hp / Samsung / Mi / MacBook / Ultrabook / Thinkpad / Ideapad / Surfacepro (Blue)",4.0 out of 5 stars,512,348,https://www.amazon.in/Bennett-15-6-inch-Repellent-Backpack-ben_cas_blue/dp/B09WZKB54G,Leather material purple colored sling bag    15.2 centimeters height x 21.5 centimeters length x 5.8 centimeters width    Zip closure with handle    2 compartments and 1 pocket    1 year domestic warranty against manufacturing defects,Cocoblu Retail,B07CJCGM1M
122,Isle Locada by Hidesign Women's SLING BAG(AUBERGINE/AUBERG),4.5 out of 5 stars,1599,341,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Purple/dp/B07T97R1H1,Drawstring Closure    Ergonomic Design    Lightweight    Size (Hxlxw) Cm-(45x33x10)    Grateful for the thoughtful gift,RetailEZ Pvt Ltd,B07CJCGM1M
